right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,white_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,key_resp.rt,key_resp.duration,ITI.started,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
subject chose white,subject chose black,0.0015,56.3551,space,41.3075,0.0137,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,56.3578,87.0405,space,0.6639,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,87.0413,92.8549,space,2.7944,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,93.0706,93.369,93.3706,93.5694,93.5703,95.0747,,95.0771,96.1686,0,0,0,0,1,0.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,96.1723,96.6664,96.6668,96.8361,96.8374,98.3335,,98.335,99.437,0,1,1,1,1,0.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,,,,,,,,,,,,,,,,99.4403,105.12,space,2.6677,0.0011,,,,,,,,,,,,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,105.3059,105.6278,,,105.8247,107.0055,left,,,,,,,,0.55,,,,,,105.6293,105.8245,1.1448,0.0165,107.0061,108.1226,0,0,0,143,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,108.1243,108.6092,,,108.8755,110.3621,,,,,,,,,0.5,,,,,,108.6101,108.8752,,,110.3622,111.4604,0,1,1,92,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,111.4621,111.9622,,,112.2072,112.9875,left,,,,,,,,0.1,,,,,,111.9624,112.207,0.761,,112.9885,114.0902,0,2,2,17,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,114.0924,114.5942,,,114.8455,115.5254,right,,,,,,,,0.9,,,,,,114.5951,114.8453,0.6614,,115.5264,116.6129,0,3,3,196,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,116.6168,117.1343,,,117.3927,117.9392,right,,,,,,,,0.55,,,,,,117.1352,117.3924,0.52,,117.9417,119.0478,0,4,4,129,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,119.049,119.5488,,,119.7977,120.4254,left,,,,,,,,0.1,,,,,,119.5489,119.7976,0.6122,,120.4256,121.5143,0,5,5,5,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,121.5156,122.0519,,,122.2078,122.8694,right,,,,,,,,0.45,,,,,,122.052,122.2072,0.6412,,122.8696,123.9784,0,6,6,75,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,123.9826,124.4846,,,124.7293,125.2326,right,,,,,,,,0.6,,,,,,124.4853,124.7291,0.4799,0.0007,125.233,126.3309,0,7,7,175,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,126.3321,126.8303,,,127.0894,127.8188,right,,,,,,,,0.45,,,,,,126.8304,127.0892,0.7117,,127.819,128.9074,0,8,8,73,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,128.909,129.4109,,,129.6463,130.1593,right,,,,,,,,0.6,,,,,,129.4112,129.646,0.4878,,130.1595,131.2411,0,9,9,178,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,131.2437,131.7468,,,131.9933,132.5965,right,,,,,,,,0.6,,,,,,131.7469,131.9931,0.5861,,132.5967,133.7042,0,10,10,153,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,133.7071,134.1965,,,134.4406,134.9298,right,,,,,,,,0.6,,,,,,134.1974,134.4405,0.464,,134.93,136.0257,0,11,11,161,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,136.0277,136.5237,,,136.6969,137.6064,left,,,,,,,,0.4,,,,,,136.5238,136.6964,0.8821,,137.6066,138.7076,0,12,12,46,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,138.709,139.2125,,,139.4485,139.9837,right,,,,,,,,0.5,,,,,,139.2126,139.4484,0.5179,,139.9838,141.0743,0,13,13,117,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,141.0757,141.5756,,,141.8246,142.4111,right,,,,,,,,0.5,,,,,,141.5759,141.8244,0.5726,,142.4112,143.5171,0,14,14,97,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,143.5182,144.0262,,,144.2734,144.9063,left,,,,,,,,0.4,,,,,,144.0264,144.2734,0.6166,,144.9065,145.9964,0,15,15,49,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,145.9979,146.4919,,,146.745,147.4305,right,,,,,,,,0.5,,,,,,146.4921,146.7449,0.6664,,147.4306,148.5317,0,16,16,106,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,148.5389,149.0279,,,149.2603,150.03,left,,,,,,,,0.5,,,,,,149.0281,149.2601,0.748,,150.0303,151.1314,0,17,17,104,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,151.1341,151.6417,,,151.8749,152.4923,right,,,,,,,,0.45,,,,,,151.6421,151.8746,0.5943,,152.4925,153.5823,0,18,18,82,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,153.5848,154.0925,,,154.3335,154.9708,right,,,,,,,,0.45,,,,,,154.0929,154.3332,0.6178,,154.971,156.0725,0,19,19,89,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,156.0745,156.5737,,,156.8281,157.401,right,,,,,,,,0.6,,,,,,156.574,156.828,0.5497,,157.4014,158.4886,0,20,20,166,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,158.4906,158.9996,,,159.2488,159.9839,right,,,,,,,,0.55,,,,,,158.9999,159.2486,0.7135,,159.9842,161.0837,0,21,21,125,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,161.0858,161.5855,,,161.8284,162.6597,right,,,,,,,,0.6,,,,,,161.5857,161.8282,0.8054,,162.66,163.7549,0,22,22,160,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,163.7569,164.2572,,,164.4977,165.0656,left,,,,,,,,0.1,,,,,,164.2573,164.4975,0.5426,,165.0661,166.1624,0,23,23,8,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,166.1645,166.6688,,,166.9207,167.5127,right,,,,,,,,0.6,,,,,,166.669,166.9204,0.5668,,167.5129,168.6022,0,24,24,171,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,168.604,169.0857,,,169.3427,170.0474,left,,,,,,,,0.1,,,,,,169.086,169.3425,0.6815,,170.0477,171.1588,0,25,25,6,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,171.1606,171.6722,,,171.9125,172.5333,right,,,,,,,,0.5,,,,,,171.6732,171.9123,0.5929,,172.5382,173.6437,0,26,26,111,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,173.6452,174.1475,,,174.3888,175.4175,left,,,,,,,,0.45,,,,,,174.1478,174.3886,1.0074,,175.4177,176.5089,0,27,27,64,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,176.5108,177.0008,,,177.2391,177.8801,right,,,,,,,,0.6,,,,,,177.0009,177.2383,0.6222,,177.8808,178.9753,0,28,28,168,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,178.9776,179.4811,,,179.7329,180.5184,right,,,,,,,,0.55,,,,,,179.4812,179.7327,0.7709,,180.5186,181.6101,0,29,29,135,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,181.6119,182.0916,,,182.3391,182.9522,right,,,,,,,,0.5,,,,,,182.0917,182.3386,0.5886,,182.9525,184.0487,0,30,30,114,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,184.0512,184.5561,,,184.82,185.486,left,,,,,,,,0.1,,,,,,184.5563,184.8195,0.6414,,185.4863,186.5755,0,31,31,24,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,186.5792,187.0625,,,187.3178,187.8715,right,,,,,,,,0.9,,,,,,187.0632,187.3176,0.527,,187.8718,188.9648,0,32,32,195,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,188.9672,189.4662,,,189.7126,190.5834,left,,,,,,,,0.4,,,,,,189.4664,189.7121,0.8451,,190.5837,191.6727,0,33,33,50,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,191.676,192.1721,,,192.4125,193.0418,right,,,,,,,,0.55,,,,,,192.1723,192.4122,0.6075,,193.0421,194.137,0,34,34,127,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,194.1413,194.632,,,194.8863,195.4954,left,,,,,,,,0.4,,,,,,194.6322,194.886,0.5892,,195.4957,196.589,0,35,35,32,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,196.5916,197.0718,,,197.3209,197.8081,right,,,,,,,,0.55,,,,,,197.0719,197.3207,0.4625,,197.8084,198.9157,0,36,36,146,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,198.919,199.4089,,,199.6553,200.8733,right,,,,,,,,0.55,,,,,,199.409,199.655,1.1973,,200.8736,201.9513,0,37,37,142,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,201.9536,202.4374,,,202.6813,203.4731,right,,,,,,,,0.6,,,,,,202.4375,202.6811,0.767,,203.4734,204.5675,0,38,38,177,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,204.5699,205.0664,,,205.2951,205.9372,left,,,,,,,,0.4,,,,,,205.0667,205.295,0.6183,,205.9374,207.0322,0,39,39,43,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,207.0343,207.4591,,,207.6914,208.3986,right,,,,,,,,0.45,,,,,,207.4593,207.6912,0.6855,0.0013,208.3988,209.4838,0,40,40,87,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,209.4873,209.9977,,,210.2326,210.7908,right,,,,,,,,0.6,,,,,,209.998,210.2324,0.5336,,210.7912,211.8884,0,41,41,152,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,211.8911,212.3972,,,212.6519,213.3291,left,,,,,,,,0.4,,,,,,212.3999,212.6516,0.6602,,213.3299,214.4395,0,42,42,59,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,214.4434,214.9488,,,215.2079,216.02,left,,,,,,,,0.4,,,,,,214.949,215.2077,0.7907,,216.0204,217.1212,0,43,43,37,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,217.1245,217.6231,,,217.902,218.359,right,,,,,,,,0.9,,,,,,217.6232,217.9011,0.4352,,218.3595,219.4364,0,44,44,204,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,219.4401,219.9275,,,220.166,220.7688,right,,,,,,,,0.9,,,,,,219.9281,220.1657,0.5774,,220.7691,221.8618,0,45,45,182,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,221.8638,222.373,,,222.6154,223.2868,left,,,,,,,,0.4,,,,,,222.3738,222.6151,0.6537,,223.287,224.3883,0,46,46,57,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,224.3909,224.8931,,,225.1341,225.886,right,,,,,,,,0.6,,,,,,224.8932,225.1338,0.7304,,225.8862,226.9951,0,47,47,173,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,226.9972,227.4875,,,227.7463,228.547,left,,,,,,,,0.9,,,,,,227.488,227.7461,0.7797,,228.5473,229.633,0,48,48,191,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,229.635,230.1329,,,230.3803,231.2503,left,,,,,,,,0.45,,,,,,230.133,230.38,0.8496,,231.2506,232.3457,0,49,49,71,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,232.3504,232.8594,,,233.1178,233.748,right,,,,,,,,0.55,,,,,,232.8595,233.1175,0.6088,,233.7482,234.8398,0,50,50,133,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,234.8423,235.3431,,,235.605,236.2974,right,,,,,,,,0.6,,,,,,235.3432,235.6047,0.6709,,236.2976,237.4007,0,51,51,176,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,237.4025,237.9068,,,238.1664,238.8725,right,,,,,,,,0.55,,,,,,237.9073,238.1656,0.6822,,238.8727,239.9723,0,52,52,120,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,239.9747,240.4714,,,240.7217,241.345,right,,,,,,,,0.6,,,,,,240.4716,240.7213,0.5992,,241.3454,242.4474,0,53,53,170,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,242.4501,242.9612,,,243.1248,243.8753,left,,,,,,,,0.4,,,,,,242.9615,243.1245,0.7273,,243.8756,244.9817,0,54,54,45,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,244.9843,245.484,,,245.7363,246.4881,left,,,,,,,,0.4,,,,,,245.4843,245.736,0.7304,,246.4883,247.5888,0,55,55,54,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,247.5919,248.0816,,,248.3433,248.8131,right,,,,,,,,0.9,,,,,,248.0824,248.343,0.4498,,248.8133,249.9125,0,56,56,209,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,249.9146,250.4125,,,250.6558,251.2682,right,,,,,,,,0.55,,,,,,250.4129,250.6555,0.5909,,251.2684,252.3689,0,57,57,126,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,252.3719,252.8837,,,253.125,253.7895,right,,,,,,,,0.6,,,,,,252.8839,253.1247,0.6432,,253.7897,254.8919,0,58,58,167,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,254.8937,255.3931,,,255.6396,256.3171,left,,,,,,,,0.1,,,,,,255.3931,255.6394,0.6575,,256.3173,257.4151,0,59,59,27,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,257.4168,257.9184,,,258.1582,258.8425,left,,,,,,,,0.45,,,,,,257.9189,258.1575,0.6624,,258.8432,259.9314,0,60,60,74,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,259.9333,260.4372,,,260.6793,261.2922,right,,,,,,,,0.5,,,,,,260.4374,260.6791,0.5877,,261.2924,262.3924,0,61,61,94,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,262.3941,262.8941,,,263.1395,263.6143,right,,,,,,,,0.9,,,,,,262.8943,263.1392,0.456,,263.6146,264.7196,0,62,62,194,1,,,,,,,
